"LengthGroup","Year","Count"
"Length bin <7",1,0.0213755685271064
"Length bin 7-9",1,0.208324216041224
"Length bin 9-11",1,0.821897837417653
"Length bin 11-13",1,1.30623621301856
"Length bin 13-15",1,0.991588395624768
"Length bin 15-17",1,0.767117624236508
"Length bin 17-19",1,1.19862222723264
"Length bin 19-21",1,1.92970446184261
"Length bin 21-23",1,2.58682988844615
"Length bin 23-25",1,3.04352144958554
"Length bin 25-27",1,3.41189676518167
"Length bin 27-29",1,3.82944682788846
"Length bin 29-31",1,4.26640835601829
"Length bin 31-33",1,4.58297615142714
"Length bin 33-35",1,4.6934738946037
"Length bin 35-37",1,4.62107057883935
"Length bin 37-39",1,4.4372568267966
"Length bin 39-41",1,4.19528427148087
"Length bin 41-43",1,3.91506448754493
"Length bin 43-45",1,3.60188195586177
"Length bin 45-47",1,3.2636981729731
"Length bin 47-49",1,2.91380734997502
"Length bin >49",1,10.2071066625865
"Length bin <7",2,0.0267347888065864
"Length bin 7-9",2,0.260586685417507
"Length bin 9-11",2,1.03100668283663
"Length bin 11-13",2,1.66046928912351
"Length bin 13-15",2,1.35290352800988
"Length bin 15-17",2,1.26801198077205
"Length bin 17-19",2,2.10584260297635
"Length bin 19-21",2,3.28518850940666
"Length bin 21-23",2,4.13154021649564
"Length bin 23-25",2,4.40654933344991
"Length bin 25-27",2,4.40341497556881
"Length bin 27-29",2,4.5486938598968
"Length bin 29-31",2,4.96486600954905
"Length bin 31-33",2,5.48164954739049
"Length bin 33-35",2,5.9000499640944
"Length bin 35-37",2,6.1339111876735
"Length bin 37-39",2,6.17991018788204
"Length bin 39-41",2,6.05458594501429
"Length bin 41-43",2,5.77460858421892
"Length bin 43-45",2,5.36534604947075
"Length bin 45-47",2,4.86537833890669
"Length bin 47-49",2,4.31853755350589
"Length bin >49",2,14.4911768171514
"Length bin <7",3,0.0176164585273871
"Length bin 7-9",3,0.171692573984556
"Length bin 9-11",3,0.682019205067789
"Length bin 11-13",3,1.11915854406441
"Length bin 13-15",3,0.999986744032872
"Length bin 15-17",3,1.14446922717068
"Length bin 17-19",3,2.04178183348178
"Length bin 19-21",3,3.24847097347072
"Length bin 21-23",3,4.1954044818936
"Length bin 23-25",3,4.65737104939934
"Length bin 25-27",3,4.86434008016986
"Length bin 27-29",3,5.14098152917928
"Length bin 29-31",3,5.53449653011698
"Length bin 31-33",3,5.87291435344946
"Length bin 33-35",3,6.02996825549097
"Length bin 35-37",3,6.02578522601067
"Length bin 37-39",3,5.94142733023993
"Length bin 39-41",3,5.81999656055778
"Length bin 41-43",3,5.6479020993354
"Length bin 43-45",3,5.39150750713805
"Length bin 45-47",3,5.03355340526541
"Length bin 47-49",3,4.58406495184484
"Length bin >49",3,15.8416650313366
"Length bin <7",4,0.0174668085879904
"Length bin 7-9",4,0.170215392220929
"Length bin 9-11",4,0.672815997640987
"Length bin 11-13",4,1.07902947677839
"Length bin 13-15",4,0.861030486314162
"Length bin 15-17",4,0.771861133282658
"Length bin 17-19",4,1.28857016595897
"Length bin 19-21",4,2.09604450486767
"Length bin 21-23",4,2.83891305307798
"Length bin 23-25",4,3.39361772280288
"Length bin 25-27",4,3.88182556562686
"Length bin 27-29",4,4.44531269042196
"Length bin 29-31",4,5.04216385450937
"Length bin 31-33",4,5.51188726710864
"Length bin 33-35",4,5.75394786278604
"Length bin 35-37",4,5.78678337087745
"Length bin 37-39",4,5.68213975408811
"Length bin 39-41",4,5.49327841790654
"Length bin 41-43",4,5.23889069587474
"Length bin 43-45",4,4.92304491455492
"Length bin 45-47",4,4.55325148051083
"Length bin 47-49",4,4.14321679946601
"Length bin >49",4,14.9692188511778
"Length bin <7",5,0.011373649439361
"Length bin 7-9",5,0.110840683494431
"Length bin 9-11",5,0.441297283410289
"Length bin 11-13",5,0.731728381839727
"Length bin 13-15",5,0.685165539913488
"Length bin 15-17",5,0.849990413965623
"Length bin 17-19",5,1.54810079340956
"Length bin 19-21",5,2.46503955120138
"Length bin 21-23",5,3.18774194759823
"Length bin 23-25",5,3.56566351544444
"Length bin 25-27",5,3.80709491011014
"Length bin 27-29",5,4.1960003285434
"Length bin 29-31",5,4.78670101188228
"Length bin 31-33",5,5.42730586301922
"Length bin 33-35",5,5.95881690104574
"Length bin 35-37",5,6.31399971278253
"Length bin 37-39",5,6.4870022195971
"Length bin 39-41",5,6.48363158080706
"Length bin 41-43",5,6.31002262182333
"Length bin 43-45",5,5.98378897126324
"Length bin 45-47",5,5.5388976335484
"Length bin 47-49",5,5.01765608037091
"Length bin >49",5,17.8365356254263
"Length bin <7",6,0.0188394988026071
"Length bin 7-9",6,0.183589955095187
"Length bin 9-11",6,0.724099365217973
"Length bin 11-13",6,1.14928556990694
"Length bin 13-15",6,0.866316594889345
"Length bin 15-17",6,0.657354589941036
"Length bin 17-19",6,1.02805510082041
"Length bin 19-21",6,1.68745595861171
"Length bin 21-23",6,2.33895833697617
"Length bin 23-25",6,2.89039388088117
"Length bin 25-27",6,3.43153300032007
"Length bin 27-29",6,4.05675987905889
"Length bin 29-31",6,4.7178688597507
"Length bin 31-33",6,5.28614389435241
"Length bin 33-35",6,5.6918109382218
"Length bin 35-37",6,5.95770164964726
"Length bin 37-39",6,6.13280520559457
"Length bin 39-41",6,6.23090091514363
"Length bin 41-43",6,6.22687355158225
"Length bin 43-45",6,6.0886621748024
"Length bin 45-47",6,5.80471753674971
"Length bin 47-49",6,5.39024369344098
"Length bin >49",6,19.7554274235773
"Length bin <7",7,0.0260279416873363
"Length bin 7-9",7,0.253694359778044
"Length bin 9-11",7,1.0001925531963
"Length bin 11-13",7,1.58400972818013
"Length bin 13-15",7,1.1774595590154
"Length bin 15-17",7,0.842509096569276
"Length bin 17-19",7,1.24153429389497
"Length bin 19-21",7,1.91951112267944
"Length bin 21-23",7,2.41472499995713
"Length bin 23-25",7,2.5848026214229
"Length bin 25-27",7,2.61312829096491
"Length bin 27-29",7,2.7651014364353
"Length bin 29-31",7,3.12575358868808
"Length bin 31-33",7,3.59943624472611
"Length bin 33-35",7,4.06110305939812
"Length bin 35-37",7,4.44188305964746
"Length bin 37-39",7,4.71791891942274
"Length bin 39-41",7,4.87898911059698
"Length bin 41-43",7,4.91885552687223
"Length bin 43-45",7,4.83949399955502
"Length bin 45-47",7,4.6528801801258
"Length bin 47-49",7,4.37702941850093
"Length bin >49",7,17.1954243876925
"Length bin <7",8,0.0281652378553673
"Length bin 7-9",8,0.274546030676392
"Length bin 9-11",8,1.08621609004983
"Length bin 11-13",8,1.74912811829195
"Length bin 13-15",8,1.42372844410331
"Length bin 15-17",8,1.32904528396283
"Length bin 17-19",8,2.19471256557466
"Length bin 19-21",8,3.39232097618932
"Length bin 21-23",8,4.18810049046245
"Length bin 23-25",8,4.30822001740502
"Length bin 25-27",8,4.05029629793949
"Length bin 27-29",8,3.87319093898376
"Length bin 29-31",8,3.9405514773896
"Length bin 31-33",8,4.13039997214152
"Length bin 33-35",8,4.30261120397389
"Length bin 35-37",8,4.42967142347967
"Length bin 37-39",8,4.54435624922019
"Length bin 39-41",8,4.65934133945871
"Length bin 41-43",8,4.74697072637945
"Length bin 43-45",8,4.76420220645973
"Length bin 45-47",8,4.68052197262266
"Length bin 47-49",8,4.48845787041558
"Length bin >49",8,18.4465782707624
"Length bin <7",9,0.0182204932235958
"Length bin 7-9",9,0.177584967411401
"Length bin 9-11",9,0.705781252527999
"Length bin 11-13",9,1.16081037122366
"Length bin 13-15",9,1.04818793074025
"Length bin 15-17",9,1.22251029391709
"Length bin 17-19",9,2.19076415475845
"Length bin 19-21",9,3.48068699438965
"Length bin 21-23",9,4.47878210287146
"Length bin 23-25",9,4.93394604132294
"Length bin 25-27",9,5.08128435805739
"Length bin 27-29",9,5.25750194155613
"Length bin 29-31",9,5.50551612299355
"Length bin 31-33",9,5.64329410002458
"Length bin 33-35",9,5.55326579847576
"Length bin 35-37",9,5.29049851131648
"Length bin 37-39",9,4.98479239590401
"Length bin 39-41",9,4.72388562296057
"Length bin 41-43",9,4.52192913385283
"Length bin 43-45",9,4.35063553951557
"Length bin 45-47",9,4.17624648592167
"Length bin 47-49",9,3.97576601241059
"Length bin >49",9,17.2161490281468
"Length bin <7",10,0.034165373219708
"Length bin 7-9",10,0.332955500812047
"Length bin 9-11",10,1.31407384983838
"Length bin 11-13",10,2.0921417177109
"Length bin 13-15",10,1.6044352380734
"Length bin 15-17",10,1.2842575943749
"Length bin 17-19",10,2.04865203687514
"Length bin 19-21",10,3.33347783023891
"Length bin 21-23",10,4.54037716970312
"Length bin 23-25",10,5.46826840414004
"Length bin 25-27",10,6.29637658143284
"Length bin 27-29",10,7.22424739869198
"Length bin 29-31",10,8.15815396931183
"Length bin 31-33",10,8.82490459620059
"Length bin 33-35",10,9.06121053883089
"Length bin 35-37",10,8.90794737588728
"Length bin 37-39",10,8.50279841118087
"Length bin 39-41",10,7.9619268534142
"Length bin 41-43",10,7.34972331948968
"Length bin 43-45",10,6.70468420867821
"Length bin 45-47",10,6.06132051979256
"Length bin 47-49",10,5.44888898555241
"Length bin >49",10,21.4963444726155
"Length bin <7",11,0.0231521354998152
"Length bin 7-9",11,0.225651081731024
"Length bin 9-11",11,0.899657519587009
"Length bin 11-13",11,1.50104415087444
"Length bin 13-15",11,1.44293950198062
"Length bin 15-17",11,1.86102416254463
"Length bin 17-19",11,3.40350225704026
"Length bin 19-21",11,5.36375587648386
"Length bin 21-23",11,6.79985797230591
"Length bin 23-25",11,7.35935143417438
"Length bin 25-27",11,7.52528384662816
"Length bin 27-29",11,7.98468826713427
"Length bin 29-31",11,8.92139361823047
"Length bin 31-33",11,10.036412676908
"Length bin 33-35",11,10.9781075264371
"Length bin 35-37",11,11.5750475596191
"Length bin 37-39",11,11.7932639183378
"Length bin 39-41",11,11.6418282246734
"Length bin 41-43",11,11.1469023320662
"Length bin 43-45",11,10.36627450745
"Length bin 45-47",11,9.39114164676507
"Length bin 47-49",11,8.32428393198751
"Length bin >49",11,29.1662867479922
"Length bin <7",12,0.0352861443595479
"Length bin 7-9",12,0.343837193351746
"Length bin 9-11",12,1.35817936263399
"Length bin 11-13",12,2.17144497735866
"Length bin 13-15",12,1.70508385218985
"Length bin 15-17",12,1.46879431889904
"Length bin 17-19",12,2.43913661031849
"Length bin 19-21",12,4.04203143292173
"Length bin 21-23",12,5.64660519847957
"Length bin 23-25",12,7.034813915313
"Length bin 25-27",12,8.38311726069642
"Length bin 27-29",12,9.85907848348877
"Length bin 29-31",12,11.3008398307431
"Length bin 31-33",12,12.3932143589131
"Length bin 33-35",12,13.0074304488616
"Length bin 35-37",12,13.2633647547848
"Length bin 37-39",12,13.3406246684153
"Length bin 39-41",12,13.309498174918
"Length bin 41-43",12,13.1184093088797
"Length bin 43-45",12,12.681086656012
"Length bin 45-47",12,11.9559984317877
"Length bin 47-49",12,10.9696284491481
"Length bin >49",12,38.7080953517173
"Length bin <7",13,0.0203642063336769
"Length bin 7-9",13,0.198454057628734
"Length bin 9-11",13,0.790810144917545
"Length bin 11-13",13,1.31646096388564
"Length bin 13-15",13,1.25379153667622
"Length bin 15-17",13,1.59675516545991
"Length bin 17-19",13,2.92276953833384
"Length bin 19-21",13,4.64354617801838
"Length bin 21-23",13,5.98213607060055
"Length bin 23-25",13,6.66556574887654
"Length bin 25-27",13,7.11888969532077
"Length bin 27-29",13,7.92127813674323
"Length bin 29-31",13,9.2058098673206
"Length bin 31-33",13,10.6827786633016
"Length bin 33-35",13,12.0133950857147
"Length bin 35-37",13,13.0157809509737
"Length bin 37-39",13,13.6349906627352
"Length bin 39-41",13,13.8651201974742
"Length bin 41-43",13,13.7234462571568
"Length bin 43-45",13,13.2540118485182
"Length bin 45-47",13,12.5215248273565
"Length bin 47-49",13,11.5931211385351
"Length bin >49",13,43.2753494572828
"Length bin <7",14,0.0261855148848853
"Length bin 7-9",14,0.255129089663162
"Length bin 9-11",14,1.00968873246638
"Length bin 11-13",14,1.6289542173113
"Length bin 13-15",14,1.34193755070507
"Length bin 15-17",14,1.30891446714104
"Length bin 17-19",14,2.27706235643419
"Length bin 19-21",14,3.78560569006055
"Length bin 21-23",14,5.29444789120215
"Length bin 23-25",14,6.61971760255779
"Length bin 25-27",14,7.95302400842971
"Length bin 27-29",14,9.48551676146878
"Length bin 29-31",14,11.0963055333164
"Length bin 31-33",14,12.5029838819074
"Length bin 33-35",14,13.5710389630135
"Length bin 35-37",14,14.3741547841412
"Length bin 37-39",14,15.028180600918
"Length bin 39-41",14,15.5459196813437
"Length bin 41-43",14,15.8349518998908
"Length bin 43-45",14,15.7835185692821
"Length bin 45-47",14,15.334995729966
"Length bin 47-49",14,14.5075316434242
"Length bin >49",14,56.2169913162768
"Length bin <7",15,0.0145829157219382
"Length bin 7-9",15,0.142087432340682
"Length bin 9-11",15,0.565758893061622
"Length bin 11-13",15,0.938685977137715
"Length bin 13-15",15,0.881772831569025
"Length bin 15-17",15,1.10229939856328
"Length bin 17-19",15,2.02356450150816
"Length bin 19-21",15,3.26262730512141
"Length bin 21-23",15,4.31839310599324
"Length bin 23-25",15,5.02690561681455
"Length bin 25-27",15,5.67404025630202
"Length bin 27-29",15,6.62528746829375
"Length bin 29-31",15,7.93441877467028
"Length bin 31-33",15,9.37898246255539
"Length bin 33-35",15,10.7217925956001
"Length bin 35-37",15,11.8419834145309
"Length bin 37-39",15,12.6990199870411
"Length bin 39-41",15,13.2713677396678
"Length bin 41-43",15,13.5424307090038
"Length bin 43-45",15,13.5123030742817
"Length bin 45-47",15,13.2010496367674
"Length bin 47-49",15,12.6394865854945
"Length bin >49",15,53.0478825098234
"Length bin <7",16,0.0395009601210934
"Length bin 7-9",16,0.384938246395839
"Length bin 9-11",16,1.51623919609472
"Length bin 11-13",16,2.39130114098287
"Length bin 13-15",16,1.73682135501827
"Length bin 15-17",16,1.15218952576644
"Length bin 17-19",16,1.67861029635544
"Length bin 19-21",16,2.75367348744115
"Length bin 21-23",16,3.85176633040114
"Length bin 23-25",16,4.83490437747328
"Length bin 25-27",16,5.87040684738709
"Length bin 27-29",16,7.13437465830222
"Length bin 29-31",16,8.56884750349877
"Length bin 31-33",16,9.97509812755462
"Length bin 33-35",16,11.2324769044932
"Length bin 35-37",16,12.3505439659501
"Length bin 37-39",16,13.3650821264654
"Length bin 39-41",16,14.2464693214529
"Length bin 41-43",16,14.9022611124359
"Length bin 43-45",16,15.2355020216198
"Length bin 45-47",16,15.1927673534782
"Length bin 47-49",16,14.7754641027023
"Length bin >49",16,64.2617813496806
"Length bin <7",17,0.0136183986328754
"Length bin 7-9",17,0.132744843857838
"Length bin 9-11",17,0.5324198027794
"Length bin 11-13",17,0.912019977322369
"Length bin 13-15",17,0.972417618510285
"Length bin 15-17",17,1.43673852270734
"Length bin 17-19",17,2.68826104952446
"Length bin 19-21",17,4.18366006184221
"Length bin 21-23",17,5.16503540963834
"Length bin 23-25",17,5.34425258625799
"Length bin 25-27",17,5.15041144610857
"Length bin 27-29",17,5.22443474893361
"Length bin 29-31",17,5.81889070830368
"Length bin 31-33",17,6.77374561323764
"Length bin 33-35",17,7.83862683579199
"Length bin 35-37",17,8.86339762989815
"Length bin 37-39",17,9.78156532122493
"Length bin 39-41",17,10.5467440759593
"Length bin 41-43",17,11.1125875648282
"Length bin 43-45",17,11.4434291312956
"Length bin 45-47",17,11.5232709094925
"Length bin 47-49",17,11.3541612081327
"Length bin >49",17,53.4247750210652
"Length bin <7",18,0.020357658503069
"Length bin 7-9",18,0.198336895316527
"Length bin 9-11",18,0.783672887060905
"Length bin 11-13",18,1.25491748669166
"Length bin 13-15",18,0.994864470761243
"Length bin 15-17",18,0.88568485496328
"Length bin 17-19",18,1.51307023294223
"Length bin 19-21",18,2.57848664758655
"Length bin 21-23",18,3.74775517294741
"Length bin 23-25",18,4.89644401727613
"Length bin 25-27",18,6.07596982587275
"Length bin 27-29",18,7.2871990305625
"Length bin 29-31",18,8.34454278353239
"Length bin 31-33",18,9.04134576938829
"Length bin 33-35",18,9.37212224176455
"Length bin 35-37",18,9.53198468355076
"Length bin 37-39",18,9.73716462363407
"Length bin 39-41",18,10.075106026865
"Length bin 41-43",18,10.4899950301619
"Length bin 43-45",18,10.8591763805985
"Length bin 45-47",18,11.0714333964781
"Length bin 47-49",18,11.0624129386605
"Length bin >49",18,54.703015913897
"Length bin <7",19,0.020045272107327
"Length bin 7-9",19,0.195346678243512
"Length bin 9-11",19,0.773374004591277
"Length bin 11-13",19,1.24943925007685
"Length bin 13-15",19,1.03497385009005
"Length bin 15-17",19,1.01269476339018
"Length bin 17-19",19,1.72340047406757
"Length bin 19-21",19,2.74511559714859
"Length bin 21-23",19,3.5886713661033
"Length bin 23-25",19,4.10802145697376
"Length bin 25-27",19,4.56630267402781
"Length bin 27-29",19,5.30460229788477
"Length bin 29-31",19,6.38545805978849
"Length bin 31-33",19,7.60441552866964
"Length bin 33-35",19,8.71522732695231
"Length bin 35-37",19,9.56747521645242
"Length bin 37-39",19,10.1092538437661
"Length bin 39-41",19,10.3525715753827
"Length bin 41-43",19,10.3519262368326
"Length bin 43-45",19,10.1854060173945
"Length bin 45-47",19,9.92694884019741
"Length bin 47-49",19,9.62077784528442
"Length bin >49",19,49.1149988996041
"Length bin <7",20,0.0277060858808008
"Length bin 7-9",20,0.270009217424155
"Length bin 9-11",20,1.06829653205288
"Length bin 11-13",20,1.72089110671784
"Length bin 13-15",20,1.40471131367935
"Length bin 15-17",20,1.32886624232783
"Length bin 17-19",20,2.24111582437255
"Length bin 19-21",20,3.58235299368029
"Length bin 21-23",20,4.70411676625127
"Length bin 23-25",20,5.3831338419156
"Length bin 25-27",20,5.89330138565489
"Length bin 27-29",20,6.60549864789684
"Length bin 29-31",20,7.58354790496598
"Length bin 31-33",20,8.64370936644106
"Length bin 33-35",20,9.63355606670155
"Length bin 35-37",20,10.5331987600484
"Length bin 37-39",20,11.3626191530503
"Length bin 39-41",20,12.0866741940142
"Length bin 41-43",20,12.6155716769054
"Length bin 43-45",20,12.863916952957
"Length bin 45-47",20,12.798760099336
"Length bin 47-49",20,12.4465634596547
"Length bin >49",20,60.4363631507182
